stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
102925,102925,Lawrence at Kelglen,  49.885183,-119.473185,0,
102926,102926,Lawrence at Kelglen,  49.885296,-119.472893,0,
102927,102927,Sutherland at Gordon,  49.880284,-119.475922,0,
102928,102928,Kelowna General Hospital,  49.873981,-119.491386,0,
102929,102929,Springfield at Ethel,  49.876344,-119.480602,0,
102930,102930,Kelowna General Hospital,  49.873416,-119.491082,0,
102931,102931,Sutherland at Gordon,  49.880127,-119.475248,0,
102932,102932,Cambridge at Ellis,  49.903459,-119.492403,0,
102933,102933,Bernard at Richmond,  49.886339,-119.471248,0,
102934,102934,Cambridge at Kingsway,  49.903459,-119.490635,0,
102935,102935,Richter at Cambridge,  49.903032,-119.488607,0,
102936,102936,Bernard at Richmond,  49.886217,-119.470995,0,
102937,102937,Lawrence at Richmond,  49.885189,-119.470718,0,
102938,102938,Sutherland at Capri,  49.880125,-119.473249,0,
102939,102939,Gordon at Springfield,  49.876463,-119.477271,0,
102941,102941,Springfield at Gordon,  49.876736,-119.476567,0,
102942,102942,Lawrence at Richmond,  49.885334,-119.470187,0,
102944,102944,Sutherland at Pacific,  49.880251,-119.472386,0,
102945,102945,Sutherland at Pacific,  49.880121,-119.471298,0,
102948,102948,Lawrence at Lakeview,  49.885332,-119.467437,0,
102950,102950,Springfield at Wilkinson,  49.877065,-119.472005,0,
102951,102951,Lawrence at Alta Vista,  49.885204,-119.466644,0,
102952,102952,Pandosy at Morrison,  49.869339,-119.491338,0,
102953,102953,Bernard at Highland Dr,  49.886350,-119.466012,0,
102954,102954,Springfield at Wilkinson,  49.876897,-119.471058,0,
102955,102955,Sutherland at Chandler,  49.880348,-119.467610,0,
102956,102956,Pandosy at Patterson,  49.868596,-119.491149,0,
102957,102957,Sutherland at Chandler,  49.880196,-119.467664,0,
102958,102958,Gordon at Guisachan,  49.872439,-119.476140,0,
102959,102959,Clifton at Hartwick,  49.893873,-119.465905,0,
102960,102960,Clifton at Hartwick,  49.893653,-119.465704,0,
102961,102961,Pandosy at Patterson,  49.868026,-119.491333,0,
102962,102962,Burtch at Kelglen,  49.883020,-119.465129,0,
102963,102963,Burtch at Kelglen,  49.882841,-119.465042,0,
102964,102964,Bernard at Noble,  49.886353,-119.463665,0,
102965,102965,Clifton at Lambert,  49.895898,-119.465914,0,
102966,102966,Clifton at Lambert,  49.895442,-119.465642,0,
102968,102968,Clifton at Lynwood,  49.897265,-119.465930,0,
102969,102969,Lawrence at Burtch,  49.884564,-119.462914,0,
102970,102970,Burtch at Dickson,  49.878439,-119.465975,0,
102971,102971,Lawrence at Burtch,  49.884388,-119.462891,0,
102972,102972,Burtch at Dickson,  49.878199,-119.465669,0,
102973,102973,Springfield at Burtch,  49.877036,-119.466345,0,
102974,102974,Bernard at Burtch,  49.886480,-119.461639,0,
102975,102975,Bernard at Cherry Cresent,  49.887003,-119.461214,0,
102976,102976,Pandosy at Raymer,  49.865713,-119.491377,0,
102977,102977,High at Glengarry,  49.897692,-119.464105,0,
102978,102978,Gordon at Cameron,  49.869870,-119.474791,0,
102979,102979,Springfield at Burtch,  49.876726,-119.465007,0,
102982,102982,Pandosy at Groves,  49.863396,-119.491387,0,
102984,102984,Pandosy at Groves,  49.863954,-119.491054,0,
102985,102985,Harvey at Kirschner,  49.881781,-119.459103,0,
102986,102986,Springfield at Dayton,  49.876856,-119.461732,0,
102987,102987,High at Tronson,  49.898487,-119.462265,0,
102988,102988,High at Tronson,  49.899143,-119.461287,0,
102989,102989,Harvey at Kirschner,  49.882138,-119.458098,0,
102990,102990,Springfield at Dayton,  49.876722,-119.460622,0,
102991,102991,Bernard at Dilworth Cresent,  49.888402,-119.456209,0,
102993,102993,Parkinson at Ufton,  49.883206,-119.456354,0,
102994,102994,Parkinson at Ufton,  49.883049,-119.455918,0,
102995,102995,Pandosy at KLO,  49.862286,-119.491115,0,
102996,102996,Springfield at Kirschner,  49.876880,-119.458767,0,
102997,102997,KLO at Tutt,  49.861885,-119.490847,0,
102998,102998,Rutland at Klassen,  49.907213,-119.386693,0,
102999,102999,Lakeshore at Cedar,  49.861670,-119.491383,0,
103000,103000,Glenmore at Dilworth,  49.889760,-119.454603,0,
103002,103002,Hwy 33 at Enterprise,  49.890690,-119.423559,0,
103003,103003,Glenmore at Bernard,  49.889047,-119.454197,0,
103004,103004,Springfield at Kirschner,  49.876775,-119.457969,0,
103005,103005,High at Kennedy,  49.900463,-119.458494,0,
103006,103006,Gordon at Raymer,  49.864562,-119.474466,0,
103007,103007,Glenmore at Highland Dr,  49.894025,-119.454602,0,
103008,103008,Glenmore at Highland Dr,  49.894068,-119.454154,0,
103009,103009,Enterprise at Spall,  49.884053,-119.453544,0,
103010,103010,High at Kennedy,  49.900379,-119.457536,0,
103011,103011,Spall at Windsor,  49.880412,-119.454699,0,
103012,103012,Spall at Windsor,  49.880864,-119.454453,0,
103013,103013,Glenmore at Mountain,  49.895917,-119.454562,0,
103014,103014,Springfield at Spall,  49.877184,-119.455971,0,
103015,103015,Enterprise at Spall,  49.884217,-119.452894,0,
103016,103016,Pandosy Exchange,  49.860392,-119.491071,0,
103018,103018,Spall at Kent,  49.878642,-119.454743,0,
103020,103020,KLO at Casorso,  49.860845,-119.484909,0,
103021,103021,Mission Rec Exchange,  49.837086,-119.480457,0,
103022,103022,Mission Rec Exchange,  49.836917,-119.480506,0,
103023,103023,Mission Rec Exchange,  49.836600,-119.480617,0,
103024,103024,Spall at Kent,  49.878878,-119.454468,0,
103025,103025,Lakeshore 3190 block,  49.860257,-119.491351,0,
103026,103026,Glenmore at Mountain,  49.896786,-119.454080,0,
103027,103027,Westside at Nancee Way,  49.883036,-119.538149,0,
103028,103028,Okanagan College Exchange,  49.861347,-119.479333,0,
103029,103029,Clement at Cerise,  49.892325,-119.470617,0,
103030,103030,Okanagan College Exchange,  49.861047,-119.479880,0,
103031,103031,Clement at Cerise,  49.892767,-119.471381,0,
103033,103033,Springfield at Spall,  49.877146,-119.453852,0,
103035,103035,Glenmore at High,  49.899961,-119.454414,0,
103036,103036,Enterprise at Enterprise Way,  49.883132,-119.450303,0,
103038,103038,KLO at Gordon,  49.860817,-119.475551,0,
103039,103039,Lanfranco at Lakeshore,  49.858134,-119.490324,0,
103040,103040,Casorso at Lanfranco,  49.858309,-119.485527,0,
103041,103041,Glenmore at Summit,  49.901873,-119.453518,0,
103042,103042,KLO at Holland,  49.861039,-119.472745,0,
103043,103043,Westside at Bear Creek,  49.892285,-119.542701,0,
103044,103044,Lakeshore at Lanfranco,  49.857142,-119.491101,0,
103045,103045,KLO at Holland,  49.860816,-119.472523,0,
103046,103046,Enterprise at Hardy,  49.883348,-119.448108,0,
103047,103047,Westside 1520 block,  49.885506,-119.544146,0,
103048,103048,Glenmore at Glenmeadows,  49.904053,-119.453378,0,
103049,103049,Hwy 97 N at Banks,  49.885664,-119.426698,0,
103050,103050,Enterprise at Hardy,  49.883173,-119.446938,0,
103051,103051,Glenmore at Glenmeadows,  49.903999,-119.452931,0,
103052,103052,Summit at Valley,  49.901196,-119.450258,0,
103053,103053,Summit at Valley,  49.901043,-119.450217,0,
103054,103054,KLO at Saint Amand,  49.861050,-119.467047,0,
103055,103055,Lakeshore at Richter,  49.855706,-119.490657,0,
103056,103056,Springfield at Barlee,  49.877088,-119.447809,0,
103057,103057,Springfield at Barlee,  49.877352,-119.447373,0,
103058,103058,Enterprise at Cooper,  49.883158,-119.444586,0,
103059,103059,KLO at Saint Amand,  49.860785,-119.466834,0,
103060,103060,Enterprise at Cooper,  49.883333,-119.444378,0,
103061,103061,Harvey at Cooper,  49.882084,-119.444669,0,
103062,103062,Lakeshore at Swordy,  49.854748,-119.490134,0,
103063,103063,Bear Creek at McNaughton,  49.892948,-119.547491,0,
103065,103065,Boucherie at Carrall,  49.825077,-119.609494,0,
103066,103066,Parkinson at Bear Creek,  49.898917,-119.547054,0,
103067,103067,Harvey at Cooper,  49.881738,-119.442157,0,
103069,103069,Orchard Park Exchange,  49.880248,-119.442587,0,
103070,103070,Orchard Park Exchange,  49.880399,-119.442588,0,
103071,103071,Orchard Park Exchange,  49.880564,-119.442564,0,
103072,103072,Orchard Park Exchange,  49.880639,-119.442281,0,
103073,103073,Orchard Park Exchange,  49.880462,-119.442285,0,
103075,103075,Orchard Park Exchange,  49.880310,-119.442278,0,
103076,103076,Enterprise at Cooper,  49.883161,-119.441661,0,
103077,103077,Orchard Park Exchange,  49.879624,-119.442284,0,
103078,103078,Boucherie at Hayman,  49.872673,-119.544716,0,
103079,103079,Orchard Park Exchange,  49.880037,-119.442282,0,
103080,103080,Glenmore at Yates,  49.909103,-119.450890,0,
103081,103081,McCurdy at Alsgard,  49.901251,-119.406117,0,
103082,103082,Summit at Denali,  49.898838,-119.442599,0,
103083,103083,Summit at Denali,  49.898413,-119.442305,0,
103084,103084,KLO at Benvoulin,  49.861043,-119.458536,0,
103086,103086,Springfield at Cooper,  49.877101,-119.441644,0,
103087,103087,Glenmore at Yates,  49.909656,-119.450055,0,
103088,103088,KLO at Benvoulin,  49.860816,-119.459949,0,
103089,103089,Summit at Lillooet,  49.895688,-119.439966,0,
103090,103090,Yates at Glenmore,  49.908867,-119.448961,0,
103091,103091,Lakeshore at Bechard,  49.851516,-119.486806,0,
103092,103092,Enterprise at Dilworth,  49.883316,-119.438620,0,
103093,103093,Lakeshore at Bechard,  49.851509,-119.487041,0,
103094,103094,Parkinson at Westlake,  49.891248,-119.552765,0,
103095,103095,Summit at Chilcotin,  49.895922,-119.439118,0,
103096,103096,Dilworth at Leckie,  49.886988,-119.437851,0,
103097,103097,Springfield at Benvoulin,  49.877337,-119.440136,0,
103098,103098,Yates at Valley,  49.908634,-119.447272,0,
103099,103099,Dilworth at Leckie,  49.887000,-119.437646,0,
103101,103101,Dilworth at Enterprise,  49.884382,-119.437852,0,
103102,103102,Dilworth at Enterprise,  49.884511,-119.437642,0,
103103,103103,Glenmore at Watson,  49.911220,-119.449422,0,
103104,103104,Glenmore at Cross,  49.922403,-119.439953,0,
103105,103105,Enterprise at Dilworth,  49.883179,-119.436896,0,
103107,103107,Glenmore at Watson,  49.911648,-119.448733,0,
103108,103108,Dilworth at Baron,  49.878889,-119.437075,0,
103110,103110,Westlake at Keloka,  49.887060,-119.555748,0,
103111,103111,Summit at Skeena,  49.898599,-119.436441,0,
103113,103113,Lakeshore at Barrera,  49.848947,-119.486040,0,
103114,103114,KLO at Como,  49.860858,-119.450545,0,
103115,103115,Westlake at Horizon,  49.885028,-119.556980,0,
103116,103116,KLO at Como,  49.861047,-119.449972,0,
103117,103117,Summit at Skeena,  49.898808,-119.435562,0,
103118,103118,Dilworth at Omineca,  49.891224,-119.433266,0,
103119,103119,Lakeshore at Barrera,  49.848548,-119.486383,0,
103121,103121,Baron at Underhill,  49.879529,-119.434153,0,
103122,103122,Enterprise at Leckie,  49.884015,-119.432704,0,
103123,103123,Dilworth at Omineca,  49.891488,-119.432566,0,
103125,103125,Baron at Durnin,  49.879677,-119.433265,0,
103126,103126,Enterprise at Leckie,  49.885614,-119.431934,0,
103127,103127,Enterprise at Hunter,  49.885917,-119.431643,0,
103128,103128,Summit at Lillooet,  49.899275,-119.433616,0,
103129,103129,Summit at Lillooet,  49.899363,-119.433080,0,
103130,103130,Springfield at Durnin,  49.877785,-119.432435,0,
103131,103131,Glenmore at Ballou,  49.915649,-119.446367,0,
103132,103132,Cross at Glenmore,  49.923445,-119.440066,0,
103133,103133,Lakeshore at Cook,  49.846219,-119.487270,0,
103134,103134,Anders at Thacker,  49.859909,-119.545448,0,
103135,103135,Anders at Thacker,  49.860043,-119.545738,0,
103136,103136,Glenmore at Kane,  49.916157,-119.445629,0,
103138,103138,Springfield at Durnin,  49.878053,-119.430845,0,
103139,103139,Lakeshore at Cook,  49.845203,-119.487974,0,
103140,103140,Kane at Drysdale,  49.915240,-119.443902,0,
103141,103141,Enterprise at Banks,  49.888696,-119.428665,0,
103142,103142,Baron at Leckie,  49.882505,-119.428757,0,
103143,103143,Summit at Purcell,  49.899639,-119.430672,0,
103144,103144,Baron at Leckie,  49.882448,-119.428555,0,
103145,103145,Dilworth at Cascade,  49.892928,-119.428223,0,
103146,103146,KLO at Spiers,  49.860618,-119.442190,0,
103147,103147,Dilworth at Cascade,  49.892758,-119.428106,0,
103148,103148,Summit at Nahanni,  49.899911,-119.430096,0,
103149,103149,KLO at Spiers,  49.860480,-119.442406,0,
103151,103151,Lakeshore at Truswell,  49.843896,-119.487699,0,
103152,103152,Lakeshore at Truswell,  49.843814,-119.488023,0,
103153,103153,Black Mountain at Large,  49.872011,-119.348473,0,
103154,103154,Glenmore at Dallas,  49.917991,-119.444750,0,
103155,103155,Enterprise at Banks,  49.889483,-119.426500,0,
103156,103156,Springfield at Leckie,  49.879518,-119.427494,0,
103158,103158,Springfield at Leckie,  49.879415,-119.427181,0,
103159,103159,Glenmore at Dallas,  49.918406,-119.444033,0,
103160,103160,Thacker at Douglas,  49.856385,-119.545412,0,
103161,103161,Westlake at Starlight,  49.879147,-119.564259,0,
103162,103162,Boucherie at Stuart,  49.864126,-119.555201,0,
103163,103163,Anders at Olalla,  49.860124,-119.550637,0,
103164,103164,Anders at Olalla,  49.860326,-119.551986,0,
103165,103165,Enterprise at Powick,  49.890288,-119.425444,0,
103166,103166,Dilworth 960 Block,  49.896903,-119.426346,0,
103167,103167,Thacker at Douglas,  49.855785,-119.545656,0,
103168,103168,Summit at Dilworth,  49.898639,-119.426847,0,
103169,103169,Baron 1900 Block,  49.883696,-119.425184,0,
103170,103170,Summit at Dilworth,  49.898813,-119.426785,0,
103171,103171,Baron at Banks,  49.884324,-119.424840,0,
103172,103172,Dilworth 970 Block,  49.896538,-119.425913,0,
103173,103173,Westlake at Caledonia,  49.873506,-119.562942,0,
103174,103174,Hwy 97 N at Banks,  49.886849,-119.424077,0,
103176,103176,Arborview at Steele,  49.805908,-119.473049,0,
103177,103177,Gordon at Powerline Park,  49.805314,-119.476309,0,
103178,103178,Westlake at Rosewood,  49.877699,-119.566296,0,
103180,103180,Hudson at Boucherie,  49.862348,-119.556499,0,
103181,103181,Thacker at Collens Hill,  49.853831,-119.545704,0,
103182,103182,Thacker at Collens Hill,  49.853826,-119.545870,0,
103183,103183,Hudson at Boucherie,  49.862485,-119.556891,0,
103184,103184,Baron at Spedding,  49.886342,-119.422104,0,
103185,103185,Lakeshore at Bluebird,  49.840342,-119.488773,0,
103186,103186,Baron at Spedding,  49.886349,-119.421773,0,
103187,103187,Gordon at Frost,  49.803729,-119.476941,0,
103188,103188,Lakeshore at Lexington,  49.840456,-119.488368,0,
103189,103189,Springfield at Parkview,  49.880368,-119.421913,0,
103190,103190,Springfield at Parkview,  49.880602,-119.421603,0,
103191,103191,South Ridge at Frost,  49.803393,-119.482616,0,
103192,103192,Hwy 33 E at Rutland Rd,  49.889114,-119.387728,0,
103193,103193,Rutland Exchange,  49.890664,-119.392385,0,
103195,103195,Thacker at Beverly,  49.852540,-119.547834,0,
103197,103197,Thacker at Beverly,  49.852702,-119.548550,0,
103198,103198,Lynrick at Loseth,  49.867608,-119.353362,0,
103201,103201,Ziprick at Terai,  49.888304,-119.417730,0,
103202,103202,Springfield at Ziprick,  49.880595,-119.418540,0,
103203,103203,Valley at Cross,  49.919185,-119.434744,0,
103204,103204,Ziprick at Terai,  49.888049,-119.417466,0,
103205,103205,Springfield at Ziprick,  49.880365,-119.418405,0,
103206,103206,Snowsell at Cross,  49.924458,-119.441725,0,
103213,103213,Enterprise at Hwy. 97,  49.895270,-119.416470,0,
103214,103214,Lakeshore at Lequime,  49.836528,-119.487131,0,
103215,103215,Enterprise at Highway 97,  49.895437,-119.416067,0,
103216,103216,Ogden at Boucherie,  49.853021,-119.555717,0,
103217,103217,Ogden at Boucherie,  49.852882,-119.555645,0,
103219,103219,Alhambra at Brentwood,  49.862007,-119.566777,0,
103220,103220,Alhambra at Brentwood,  49.862031,-119.566978,0,
103221,103221,Hwy 33 W at Taylor,  49.889098,-119.413397,0,
103222,103222,Hwy 33 W at Taylor,  49.888984,-119.413155,0,
103224,103224,Valley at Drysdale,  49.923136,-119.432961,0,
103226,103226,Snowsell at Porthill,  49.927193,-119.439019,0,
103227,103227,Springfield at Graham,  49.879763,-119.413361,0,
103230,103230,Stevens 1380 Block,  49.866250,-119.571888,0,
103231,103231,KLO at McCulloch,  49.859708,-119.424183,0,
103232,103232,KLO at McCulloch,  49.859510,-119.424104,0,
103233,103233,Brentwood at Denny,  49.861174,-119.569309,0,
103234,103234,Brentwood at Denny,  49.861275,-119.569258,0,
103235,103235,Springfield at Gerstmar,  49.878810,-119.411882,0,
103236,103236,Union at Wyndham,  49.927786,-119.437138,0,
103239,103239,Boucherie at Montigny,  49.848947,-119.557071,0,
103240,103240,Hwy 33 W at Gerstmar,  49.889113,-119.410015,0,
103243,103243,Union at Valley Rd,  49.925397,-119.432029,0,
103244,103244,Boucherie at Montigny,  49.848724,-119.557592,0,
103245,103245,Hwy 33 W at Gerstmar,  49.888925,-119.408851,0,
103246,103246,Gerstmar at Thompson,  49.879038,-119.409569,0,
103248,103248,Lakeshore at Old Meadows,  49.831965,-119.487765,0,
103249,103249,Brentwood at Applewood,  49.861458,-119.572556,0,
103250,103250,Gerstmar at Thompson,  49.879033,-119.409360,0,
103251,103251,Ross at Stevens,  49.865819,-119.575820,0,
103252,103252,Graham at Gerstmar,  49.881709,-119.408743,0,
103253,103253,Graham at Irma,  49.881846,-119.408565,0,
103254,103254,Brentwood at Applewood,  49.861339,-119.572589,0,
103256,103256,Hwy 97 at McCurdy - McCurdy Station,  49.900552,-119.409748,0,
103257,103257,Gordon at Welke,  49.831492,-119.483343,0,
103258,103258,Ross at Western,  49.863678,-119.575828,0,
103260,103260,Hwy 33 W at Bryden,  49.889164,-119.406355,0,
103261,103261,Brentwood at Vista,  49.861359,-119.575227,0,
103262,103262,Ross at Brentwood,  49.861896,-119.575830,0,
103263,103263,Hwy 97 at McCurdy - McCurdy Station,  49.902097,-119.407909,0,
103264,103264,Hwy 33 at Davie,  49.888930,-119.405389,0,
103265,103265,Ross at Brentwood,  49.861228,-119.576052,0,
103266,103266,Boucherie at Gregory,  49.846778,-119.560239,0,
103268,103268,Boucherie at Gregory,  49.846492,-119.561022,0,
103271,103271,Graham at Matt,  49.881866,-119.403433,0,
103272,103272,Lakeshore at Simeon,  49.828278,-119.488617,0,
103274,103274,Hwy 33 W at Franklyn,  49.889109,-119.403018,0,
103277,103277,Graham at Matt,  49.881703,-119.402822,0,
103278,103278,Hwy 33 W at Barber,  49.888930,-119.401796,0,
103279,103279,Ross at Applegreen,  49.860873,-119.580096,0,
103282,103282,Ross at Applegreen,  49.860722,-119.580118,0,
103283,103283,McCurdy at Mayfair,  49.901263,-119.403089,0,
103285,103285,McCulloch at Hart,  49.853403,-119.416699,0,
103286,103286,McCulloch at Hart,  49.853449,-119.415969,0,
103287,103287,Leathead at Franklyn,  49.895444,-119.400330,0,
103288,103288,Franklyn at Pearson,  49.898092,-119.400862,0,
103289,103289,Hollydell at Stirling,  49.882729,-119.399869,0,
103290,103290,Lakeshore at Willms,  49.825965,-119.488637,0,
103291,103291,Hollydell at Stirling,  49.882824,-119.399684,0,
103292,103292,Franklyn at McCurdy,  49.900875,-119.400889,0,
103293,103293,Dehart at Bartholomew,  49.826568,-119.476277,0,
103294,103294,Crawford at Dehart,  49.828680,-119.464161,0,
103295,103295,Crawford at Dehart,  49.828723,-119.464370,0,
103296,103296,Hwy 33 W at Hollywood,  49.888901,-119.398761,0,
103297,103297,Hwy 33 W at Hollywood,  49.889154,-119.398970,0,
103298,103298,Dehart at Bartholomew,  49.826462,-119.476191,0,
103299,103299,Ross at Cameron,  49.860749,-119.583017,0,
103300,103300,Finns at Fitzpatrick,  49.906505,-119.402429,0,
103301,103301,Ross at Riffington,  49.860895,-119.583695,0,
103302,103302,Boucherie at Sunnyside,  49.843882,-119.565455,0,
103303,103303,Hollywood Rd at Perry,  49.880850,-119.398369,0,
103304,103304,Hollywood Road  at Perry,  49.881185,-119.398152,0,
103305,103305,Gordon at Balsam,  49.825028,-119.483293,0,
103306,103306,Boucherie at Sunnyside,  49.843678,-119.566108,0,
103307,103307,Hollywood at Quigley,  49.877543,-119.398372,0,
103308,103308,Hollywood S at Juniper,  49.877762,-119.398106,0,
103309,103309,Hollywood S at Springfield,  49.875624,-119.398410,0,
103310,103310,Hollywood S at Springfield,  49.875168,-119.398180,0,
103311,103311,Ross at Westgate,  49.860764,-119.585935,0,
103312,103312,Hwy 33 W at Aurora,  49.888928,-119.395936,0,
103313,103313,Springfield at Monterey,  49.874339,-119.397574,0,
103316,103316,Dehart at Gordon,  49.822903,-119.482495,0,
103317,103317,Lakeshore at Dehart,  49.822175,-119.488896,0,
103319,103319,Lakeshore at Dehart,  49.822535,-119.488941,0,
103321,103321,Hwy 33 W at Dougall,  49.889122,-119.394282,0,
103322,103322,Leathead at Tartan,  49.895409,-119.393966,0,
103323,103323,McCulloch at Reekie,  49.851977,-119.409748,0,
103324,103324,McCulloch at Reekie,  49.851680,-119.409954,0,
103325,103325,Gordon at Dehart,  49.822185,-119.483285,0,
103326,103326,Dougall Rd at Shephard,  49.892620,-119.392690,0,
103327,103327,Fitzpatrick at Findlay,  49.907197,-119.396839,0,
103328,103328,Ross at Bartley,  49.860203,-119.589712,0,
103329,103329,Ross at Bartley,  49.860147,-119.589572,0,
103331,103331,Springfield at Hollywood,  49.874521,-119.394092,0,
103334,103334,Springfield at Hollywood,  49.874324,-119.393808,0,
103335,103335,Leathead at Asher,  49.895279,-119.391569,0,
103337,103337,Lakeshore at Eldorado,  49.820534,-119.491028,0,
103340,103340,Lakeshore at Eldorado,  49.820550,-119.491341,0,
103342,103342,Lakeshore 4069 Block,  49.837845,-119.488030,0,
103343,103343,Fitzpatrick at Chichester,  49.907193,-119.394009,0,
103344,103344,Leathead at Pinetree,  49.895405,-119.390234,0,
103346,103346,Springfield at Neptune,  49.877604,-119.390462,0,
103347,103347,Lakeshore at Keith,  49.818795,-119.493094,0,
103348,103348,McCulloch 3280 Block,  49.846418,-119.409904,0,
103349,103349,McCulloch 3280 Block,  49.846440,-119.409703,0,
103351,103351,Boucherie at Mission Hill,  49.840131,-119.573606,0,
103354,103354,Leathead at Ford,  49.895649,-119.388096,0,
103355,103355,Lakeshore at Keith,  49.818293,-119.493994,0,
103357,103357,Springfield at Neptune,  49.877662,-119.388535,0,
103359,103359,Boucherie at Mission Hill,  49.839745,-119.574077,0,
103360,103360,Fitzpatrick at Stafford,  49.907189,-119.391208,0,
103361,103361,Rutland at Robson,  49.886768,-119.387023,0,
103362,103362,Sexsmith at Cambro,  49.918511,-119.398120,0,
103363,103363,Rutland Rd S at Gray,  49.888478,-119.387070,0,
103364,103364,Rutland at Holbrook,  49.885199,-119.387080,0,
103365,103365,Rutland at McIntosh,  49.890902,-119.387055,0,
103366,103366,Rutland Rd at Jupiter,  49.879342,-119.387829,0,
103367,103367,Rutland Rd at Jupiter,  49.880053,-119.387593,0,
103368,103368,Crawford 1230 Block,  49.820218,-119.466928,0,
103369,103369,Rutland Rd at Benchview,  49.882905,-119.387127,0,
103370,103370,Rutland Rd at Mugford,  49.892748,-119.387035,0,
103372,103372,Rutland Rd at Belgo,  49.882131,-119.386889,0,
103373,103373,Rutland Rd at Mugford,  49.892957,-119.386799,0,
103374,103374,Hollywood at Sexsmith,  49.918537,-119.397768,0,
103375,103375,Rutland Rd at Hardie,  49.895118,-119.387022,0,
103376,103376,Rutland Rd at Briarwood,  49.894327,-119.386761,0,
103377,103377,Rutland Rd at Leathead,  49.896677,-119.386964,0,
